Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,Attrition
7817,0.3,0.88,5,245,4,0,0,hr,low,Yes
7818,0.51,0.53,3,237,3,0,0,hr,medium,Yes
7819,0.76,0.9,3,279,6,0,0,hr,medium,Yes
7820,0.67,0.96,4,207,3,0,0,technical,medium,Yes
7821,0.12,0.84,4,218,6,0,0,technical,medium,Yes
7822,0.42,0.41,5,240,2,0,0,technical,medium,Yes
7823,0.69,0.76,3,153,3,0,0,technical,medium,Yes
7824,0.63,0.96,3,144,2,0,0,technical,medium,Yes
7825,0.66,0.62,2,159,3,1,0,technical,medium,Yes
7826,0.5,0.5,3,237,2,0,0,technical,medium,Yes
7827,0.67,0.82,5,148,2,1,0,technical,medium,Yes
7828,0.59,0.62,4,205,3,0,0,technical,medium,Yes
7829,0.75,0.78,2,264,3,1,0,technical,medium,Yes
7830,0.88,0.89,5,189,2,0,0,technical,medium,Yes
7831,0.99,0.75,3,243,3,0,0,support,medium,Yes
7832,0.44,0.42,2,199,2,0,0,support,medium,Yes
7833,0.65,0.78,4,205,2,0,0,support,medium,Yes
7834,0.88,0.63,3,184,4,0,0,support,medium,Yes
7835,0.58,0.79,2,274,4,0,0,support,medium,Yes
7836,0.99,0.9,4,181,3,0,0,support,medium,Yes
7837,0.76,0.71,3,205,2,0,0,support,medium,Yes
7838,0.14,0.98,5,172,5,0,0,support,medium,Yes
7839,0.57,0.86,3,164,2,0,0,support,medium,Yes
7840,0.52,0.82,3,138,2,1,0,support,medium,Yes
7841,0.71,0.55,5,262,3,0,0,support,medium,Yes
7842,0.27,0.75,5,264,3,0,0,technical,medium,Yes
7843,0.49,0.52,3,225,2,0,0,technical,high,Yes
7844,0.59,0.5,3,199,2,0,0,technical,high,Yes
7845,0.24,0.65,6,210,5,0,0,management,high,Yes
7846,0.18,0.87,6,226,4,0,0,IT,high,Yes
7847,0.73,0.62,5,134,3,0,0,IT,high,Yes
7848,0.78,0.63,6,111,6,0,0,IT,high,Yes
7849,0.94,0.73,5,142,2,1,0,IT,high,Yes
7850,0.86,0.53,3,213,3,0,0,IT,high,Yes
7851,0.97,0.88,4,139,2,0,0,product_mng,high,Yes
7852,0.49,0.54,3,145,3,0,0,product_mng,high,Yes
7853,0.82,0.48,4,149,6,0,0,product_mng,high,Yes
7854,0.86,0.64,4,147,2,1,0,product_mng,high,Yes
7855,0.3,0.39,3,193,3,1,0,IT,low,Yes
7856,0.7,0.38,4,270,2,0,0,RandD,low,Yes
7857,0.8,0.78,5,266,3,0,0,RandD,low,Yes
7858,0.36,0.63,2,278,4,0,0,RandD,low,Yes
7859,0.4,0.61,3,165,2,0,0,RandD,low,Yes
7860,0.8,0.58,4,175,2,0,0,RandD,low,Yes
7861,0.98,0.73,4,140,4,0,0,marketing,low,Yes
7862,0.92,0.67,3,149,3,0,0,sales,low,Yes
7863,0.68,1,3,205,4,0,0,accounting,low,Yes
7864,1,0.59,3,253,3,0,0,support,low,Yes
7865,0.8,0.54,3,222,4,0,0,technical,low,Yes
7866,0.85,0.69,4,216,4,0,0,management,low,Yes
7867,0.69,0.6,3,139,2,0,0,marketing,low,Yes
7868,0.57,0.52,4,252,2,0,0,marketing,low,Yes
7869,0.33,0.72,2,173,2,0,0,marketing,low,Yes
7870,0.19,0.48,6,178,3,1,0,sales,medium,Yes
7871,0.5,0.63,3,160,2,0,0,sales,medium,Yes
7872,0.52,0.88,3,261,4,0,0,sales,medium,Yes
7873,0.13,0.52,6,188,3,0,0,sales,medium,Yes
7874,0.18,0.73,4,219,5,0,0,sales,medium,Yes
7875,0.86,0.64,4,263,3,0,0,sales,medium,Yes
7876,0.86,0.59,4,165,3,0,0,sales,medium,Yes
7877,0.16,0.76,6,218,6,0,0,sales,medium,Yes
7878,0.43,0.46,2,239,3,1,0,sales,medium,Yes
7879,0.79,0.63,3,212,2,1,0,sales,medium,Yes
7880,0.51,0.67,4,133,3,0,0,sales,medium,Yes
7881,0.83,0.55,5,250,3,1,0,sales,medium,Yes
7882,0.61,0.45,3,114,3,0,0,sales,high,Yes
7883,0.65,0.57,3,168,2,0,0,sales,high,Yes
7884,0.95,0.83,4,252,2,0,0,sales,high,Yes
7885,0.63,0.64,5,189,4,0,0,sales,high,Yes
7886,0.72,0.6,3,265,2,1,0,sales,high,Yes
7887,0.8,0.57,3,176,3,0,0,sales,high,Yes
7888,0.7,0.57,4,150,4,0,0,sales,high,Yes
7889,0.45,0.79,5,97,6,1,0,accounting,high,Yes
7890,0.64,0.85,4,265,2,0,0,accounting,low,Yes
7891,0.94,0.48,4,260,4,0,0,accounting,low,Yes
7892,0.57,0.76,4,164,2,0,0,hr,low,Yes
7893,0.35,0.56,4,142,2,0,0,hr,low,Yes
7894,0.75,0.81,2,247,4,0,0,hr,low,Yes
7895,0.7,0.92,5,182,3,0,0,hr,low,Yes
7896,0.7,0.47,2,238,3,0,0,technical,low,Yes
7897,0.61,0.62,3,191,3,0,0,technical,low,Yes
7898,0.78,0.87,4,178,3,0,0,technical,medium,Yes
7899,0.97,0.77,4,208,2,0,0,technical,medium,Yes
7900,0.51,0.76,3,256,2,0,0,technical,medium,Yes
7901,0.56,0.71,5,243,3,0,0,technical,medium,Yes
7902,0.87,0.55,3,233,3,0,0,technical,medium,Yes
7903,0.64,0.78,5,200,3,0,0,technical,medium,Yes
7904,0.6,0.85,2,226,2,1,0,technical,medium,Yes
7905,0.9,0.76,2,150,2,0,0,technical,medium,Yes
7906,0.54,0.62,2,141,2,0,0,technical,medium,Yes
7907,0.23,0.8,5,139,3,0,0,support,medium,Yes
7908,0.8,0.81,3,199,4,1,0,support,medium,Yes
7909,0.23,0.78,4,154,6,1,0,support,medium,Yes
7910,0.81,0.51,3,247,2,0,0,support,medium,Yes
7911,0.35,0.6,5,239,5,0,0,support,medium,Yes
7912,0.67,0.8,4,137,2,0,0,support,medium,Yes
7913,0.46,0.6,4,119,5,0,0,support,medium,Yes
7914,0.84,0.98,4,134,5,1,0,support,medium,Yes
7915,0.92,0.79,3,243,4,0,0,support,medium,Yes
7916,0.75,0.93,5,210,3,0,0,support,medium,Yes
7917,0.7,0.57,4,265,2,0,0,support,medium,Yes
7918,0.7,0.75,4,204,3,0,0,technical,medium,Yes
7919,0.9,0.81,6,273,5,0,0,technical,medium,Yes
7920,0.8,1,3,177,2,0,0,technical,medium,Yes
7921,0.5,0.65,5,285,6,0,0,management,high,Yes
7922,0.84,0.72,4,222,2,0,0,IT,low,Yes
7923,0.48,0.94,3,185,2,1,0,IT,medium,Yes
7924,0.98,0.87,5,151,6,0,0,IT,medium,Yes
7925,0.64,0.96,3,109,4,0,0,IT,medium,Yes
7926,0.58,0.53,4,192,4,0,0,IT,medium,Yes
7927,0.66,0.89,4,139,3,0,0,product_mng,medium,Yes
7928,0.76,0.98,4,191,2,0,0,product_mng,medium,Yes
7929,0.32,0.42,6,114,3,0,0,product_mng,medium,Yes
7930,0.49,0.87,3,212,2,0,0,product_mng,medium,Yes
7931,0.81,0.51,3,162,2,0,0,IT,medium,Yes
7932,0.42,0.48,5,191,5,0,0,RandD,medium,Yes
7933,0.17,0.85,3,234,3,0,0,RandD,low,Yes
7934,0.49,0.59,4,265,3,0,0,RandD,low,Yes
7935,0.34,0.69,6,283,2,0,0,RandD,low,Yes
7936,0.86,0.81,3,232,4,0,0,RandD,low,Yes
7937,0.51,0.71,4,208,3,1,0,marketing,low,Yes
7938,0.49,0.99,4,258,3,1,0,sales,low,Yes
7939,0.49,0.63,3,175,2,0,0,accounting,low,Yes
7940,0.51,0.59,3,238,3,0,0,support,high,Yes
7941,0.64,0.52,3,166,3,0,0,technical,low,Yes
7942,0.62,0.85,4,225,2,0,0,management,high,Yes
7943,0.81,0.52,4,221,6,0,0,marketing,high,Yes
7944,0.95,0.57,2,263,3,0,0,marketing,low,Yes
7945,0.88,0.66,4,218,4,1,0,marketing,low,Yes
7946,0.87,0.68,5,236,4,0,0,sales,high,Yes
7947,0.73,0.68,5,133,2,0,0,sales,low,Yes
7948,0.98,0.73,2,237,3,0,0,sales,medium,Yes
7949,0.77,0.48,3,204,6,0,0,sales,high,Yes
7950,0.76,0.99,3,166,3,0,0,sales,medium,Yes
7951,0.21,0.93,4,189,2,1,0,sales,medium,Yes
7952,0.72,0.63,4,251,3,0,0,sales,medium,Yes
7953,0.41,0.56,2,121,2,0,0,sales,medium,Yes
7954,0.9,0.56,3,149,2,0,0,sales,high,Yes
7955,0.96,0.9,5,198,2,0,0,sales,medium,Yes
7956,0.61,0.48,4,163,3,0,0,sales,medium,Yes
7957,0.6,0.8,4,222,2,0,0,sales,medium,Yes
7958,0.5,0.76,2,107,4,0,0,sales,high,Yes
7959,0.79,0.61,4,162,2,0,0,sales,medium,Yes
7960,0.32,0.69,6,192,3,0,0,sales,high,Yes
7961,0.85,0.59,5,236,3,0,0,sales,low,Yes
7962,0.9,0.62,5,225,2,0,0,sales,medium,Yes
7963,0.74,0.54,4,167,2,0,0,sales,medium,Yes
7964,0.21,0.76,6,219,4,1,0,sales,medium,Yes
7965,0.91,0.61,3,255,3,0,0,accounting,medium,Yes
7966,0.9,0.66,5,137,2,0,0,accounting,low,Yes
7967,0.74,0.99,4,193,3,0,0,accounting,low,Yes
7968,0.76,0.75,3,239,2,0,0,hr,low,Yes
7969,0.45,0.61,5,179,5,0,0,hr,low,Yes
7970,0.73,0.63,3,205,2,1,0,hr,low,Yes
7971,0.6,0.73,3,140,5,1,0,hr,low,Yes
7972,0.8,0.77,5,256,2,0,0,technical,low,Yes
7973,0.53,0.7,4,243,3,0,0,technical,low,Yes
7974,0.97,0.63,5,163,3,0,0,technical,low,Yes
7975,0.64,0.99,3,167,2,0,0,technical,low,Yes
7976,0.92,0.59,4,190,5,0,0,technical,high,Yes
7977,0.6,0.57,5,145,3,1,0,technical,low,Yes
7978,1,0.6,4,265,4,0,0,technical,low,Yes
7979,0.69,0.63,4,272,2,0,0,technical,low,Yes
7980,0.53,0.45,5,140,5,0,0,technical,low,Yes
7981,0.63,0.58,4,236,2,0,0,technical,high,Yes
7982,0.57,0.89,4,255,3,1,0,technical,low,Yes
7983,0.79,0.45,5,131,6,0,0,support,low,Yes
7984,0.68,0.92,4,209,6,0,0,support,low,Yes
7985,0.56,0.61,3,250,2,0,0,support,high,Yes
7986,0.48,0.51,3,201,2,1,0,support,low,Yes
7987,0.59,0.67,4,271,2,0,0,support,medium,Yes
7988,0.34,0.76,6,237,5,0,0,support,high,Yes
7989,0.98,0.87,3,239,4,0,0,support,medium,Yes
7990,0.36,0.45,2,135,3,1,0,support,high,Yes
7991,0.6,0.58,2,182,2,0,0,support,medium,Yes
7992,0.24,0.54,6,193,4,0,0,support,medium,Yes
7993,0.67,0.72,4,192,3,1,0,support,medium,Yes
7994,0.17,0.6,5,144,6,0,0,technical,medium,Yes
7995,0.57,0.58,3,251,3,0,0,technical,medium,Yes
7996,0.7,0.85,3,161,2,0,0,technical,medium,Yes
7997,0.73,0.62,3,171,3,0,0,management,medium,Yes
7998,0.61,0.86,4,153,5,0,0,IT,medium,Yes
7999,0.95,0.96,4,161,2,0,0,IT,high,Yes
8000,0.85,0.55,3,226,4,0,0,IT,low,Yes
8001,0.72,0.9,3,193,3,0,0,IT,medium,Yes
8002,0.84,0.66,4,204,3,0,0,IT,medium,Yes
8003,0.57,0.47,2,158,2,0,0,product_mng,medium,Yes
8004,0.69,0.69,3,236,4,0,0,product_mng,medium,Yes
8005,0.57,0.68,4,191,3,0,0,product_mng,medium,Yes
8006,0.52,0.59,6,104,4,0,0,product_mng,medium,Yes
8007,0.56,0.55,3,245,2,0,0,IT,medium,Yes
8008,0.75,0.74,3,186,3,1,0,RandD,medium,Yes
8009,0.98,0.75,5,168,4,1,0,RandD,medium,Yes
8010,0.48,0.55,4,262,3,1,0,RandD,high,Yes
8011,0.35,0.67,2,116,3,0,0,RandD,low,Yes
8012,0.66,0.93,4,187,2,0,0,RandD,low,Yes
8013,0.79,0.9,5,184,3,0,0,marketing,low,Yes
8014,0.86,0.53,4,155,3,0,0,marketing,high,Yes
8015,0.88,1,5,190,2,0,0,sales,low,Yes
8016,0.83,0.64,3,242,3,0,0,accounting,low,Yes
8017,0.8,0.64,5,204,2,0,0,support,low,Yes
8018,0.64,0.69,4,232,3,0,0,technical,high,Yes
8019,0.72,0.59,4,245,2,0,0,management,low,Yes
8020,0.67,0.61,3,251,2,0,0,marketing,low,Yes
8021,0.75,0.7,4,179,2,0,0,marketing,low,Yes
8022,0.65,0.95,4,153,2,0,0,marketing,low,Yes
8023,0.98,0.98,5,210,6,0,0,sales,low,Yes
8024,0.68,0.8,2,257,2,1,0,sales,low,Yes
8025,0.52,0.37,3,137,4,0,0,sales,low,Yes
8026,0.68,0.93,4,179,2,0,0,sales,medium,Yes
8027,0.92,0.74,4,213,3,0,0,sales,medium,Yes
8028,0.86,0.79,3,106,6,1,0,sales,medium,Yes
8029,0.5,0.99,4,272,2,0,0,sales,medium,Yes
8030,0.35,0.37,4,153,2,0,0,sales,medium,Yes
8031,0.76,0.97,5,172,3,0,0,sales,medium,Yes
8032,0.66,0.95,4,224,2,0,0,sales,medium,Yes
8033,0.58,0.71,3,230,3,1,0,sales,medium,Yes
8034,0.55,0.97,4,222,4,0,0,sales,medium,Yes
8035,0.9,0.53,3,270,3,0,0,sales,medium,Yes
8036,0.75,0.71,4,205,3,0,0,sales,medium,Yes
8037,0.9,0.63,4,134,3,1,0,sales,medium,Yes
8038,0.14,0.54,5,275,4,1,0,sales,high,Yes
8039,0.86,0.57,4,183,3,0,0,sales,low,Yes
8040,0.56,0.84,4,143,4,0,0,sales,medium,Yes
8041,0.54,0.63,5,259,2,0,0,sales,medium,Yes
8042,0.36,0.8,5,186,4,0,0,accounting,medium,Yes
8043,0.82,0.59,3,155,3,0,0,accounting,medium,Yes
8044,0.49,0.42,2,266,3,0,0,accounting,low,Yes
8045,0.77,0.97,3,215,2,0,0,hr,low,Yes
8046,0.64,0.83,4,179,3,0,0,hr,low,Yes
8047,0.93,0.53,3,217,3,0,0,hr,low,Yes
8048,0.96,0.94,5,235,3,0,0,hr,low,Yes
8049,0.6,0.97,3,164,2,0,0,technical,low,Yes
8050,0.58,0.55,3,178,5,0,0,technical,low,Yes
8051,0.52,0.49,5,170,3,0,0,technical,low,Yes
8052,0.74,0.79,5,241,3,0,0,technical,low,Yes
8053,0.64,0.99,4,222,2,0,0,technical,low,Yes
8054,0.93,0.59,3,233,3,0,0,technical,low,Yes
8055,0.76,0.49,5,243,3,0,0,technical,low,Yes
8056,0.5,0.54,4,175,2,0,0,technical,low,Yes
8057,0.79,0.55,4,266,3,0,0,technical,low,Yes
8058,0.97,0.95,5,201,2,0,0,technical,low,Yes
8059,0.6,0.49,5,259,4,0,0,technical,low,Yes
8060,0.84,0.73,5,105,5,0,0,support,low,Yes
8061,0.75,0.99,5,189,3,0,0,support,low,Yes
8062,0.24,0.91,4,232,2,0,0,support,low,Yes
8063,0.24,0.91,5,258,6,0,0,support,low,Yes
8064,0.51,0.58,5,173,3,0,0,support,low,Yes
8065,0.5,0.88,4,147,3,0,0,support,medium,Yes
8066,0.66,0.36,3,256,6,0,0,support,medium,Yes
8067,0.97,0.77,3,206,4,0,0,support,medium,Yes
8068,0.61,0.5,4,175,3,0,0,support,medium,Yes
8069,0.77,0.49,4,274,2,1,0,support,medium,Yes
8070,0.74,0.64,3,229,3,0,0,support,medium,Yes
8071,0.92,0.98,4,161,3,0,0,technical,medium,Yes
8072,0.78,0.99,2,188,2,0,0,technical,medium,Yes
8073,0.56,0.57,3,205,3,0,0,technical,medium,Yes
8074,0.82,0.63,3,246,3,0,0,management,medium,Yes
8075,0.26,0.98,5,161,5,0,0,IT,medium,Yes
8076,0.69,0.85,5,246,3,0,0,IT,medium,Yes
8077,0.78,0.83,4,158,3,0,0,IT,high,Yes
8078,0.67,0.86,3,175,3,0,0,IT,low,Yes
8079,0.77,0.91,5,268,3,1,0,IT,medium,Yes
8080,0.8,0.63,4,211,2,0,0,product_mng,medium,Yes
8081,0.51,0.51,3,274,2,0,0,product_mng,medium,Yes
8082,0.77,0.52,4,241,3,0,0,product_mng,medium,Yes
8083,0.65,0.71,3,170,2,0,0,product_mng,low,Yes
8084,0.58,0.53,3,287,5,0,0,IT,low,Yes
8085,0.67,0.39,2,235,6,0,0,RandD,low,Yes
8086,0.33,0.39,3,98,3,1,0,RandD,low,Yes
8087,0.78,0.66,6,105,5,1,0,RandD,low,Yes
8088,0.58,0.83,3,226,3,0,0,RandD,low,Yes
8089,0.63,0.59,4,171,4,0,0,RandD,low,Yes
8090,0.63,0.51,4,153,4,0,0,RandD,low,Yes
8091,0.59,0.55,3,183,4,0,0,marketing,low,Yes
8092,0.6,0.9,5,139,3,0,0,sales,low,Yes
8093,0.93,0.9,5,210,3,0,0,accounting,low,Yes
8094,0.78,0.77,2,177,4,0,0,support,low,Yes
8095,0.65,0.6,3,148,2,0,0,technical,low,Yes
8096,1,0.61,4,198,2,0,0,management,low,Yes
8097,0.96,1,3,137,4,1,0,marketing,low,Yes
8098,0.54,0.97,5,233,3,1,0,marketing,low,Yes
8099,0.98,0.69,2,204,4,0,0,marketing,low,Yes
8100,0.34,0.59,2,164,2,0,0,sales,low,Yes
8101,0.71,0.53,5,162,2,0,0,sales,low,Yes
8102,0.64,0.64,3,180,2,1,0,sales,low,Yes
8103,0.71,0.93,2,199,2,0,0,sales,low,Yes
8104,0.58,0.63,4,190,2,0,0,sales,medium,Yes
8105,0.87,0.96,4,151,3,1,0,sales,medium,Yes
8106,0.58,0.85,4,162,3,0,0,sales,medium,Yes
8107,0.87,0.67,3,139,2,0,0,sales,medium,Yes
8108,0.72,0.86,3,231,3,1,0,sales,medium,Yes
8109,0.67,0.83,5,269,2,0,0,sales,medium,Yes
8110,0.53,0.97,4,249,3,0,0,sales,medium,Yes
8111,0.78,0.61,3,148,2,0,0,sales,medium,Yes
8112,0.19,0.63,4,233,5,0,0,sales,medium,Yes
8113,1,0.88,4,240,4,0,0,sales,medium,Yes
8114,0.75,0.75,5,229,2,1,0,sales,medium,Yes
8115,0.29,0.66,3,256,2,1,0,sales,medium,Yes
8116,0.37,0.7,2,188,2,0,0,sales,high,Yes
8117,0.78,0.5,3,167,2,0,0,sales,low,Yes
8118,0.24,0.64,5,190,4,0,0,sales,medium,Yes
8119,0.49,0.7,4,168,3,0,0,accounting,medium,Yes
8120,0.18,0.64,6,154,5,0,0,accounting,medium,Yes
8121,0.76,0.85,4,135,3,0,0,accounting,medium,Yes
8122,0.5,0.97,4,217,3,0,0,hr,low,Yes
8123,0.82,0.94,3,253,2,0,0,hr,low,Yes
8124,0.97,0.94,3,180,3,0,0,hr,low,Yes
8125,0.72,0.9,4,225,2,0,0,hr,low,Yes
8126,0.98,0.64,4,134,3,1,0,technical,low,Yes
8127,0.76,0.73,3,192,2,0,0,technical,low,Yes
8128,0.72,0.88,3,224,3,0,0,technical,low,Yes
8129,0.96,0.91,3,260,5,0,0,technical,low,Yes
8130,0.62,0.78,3,178,3,1,0,technical,low,Yes
8131,0.25,0.98,4,166,5,1,0,technical,low,Yes
8132,0.82,0.56,5,180,3,0,0,technical,low,Yes
8133,0.59,0.9,3,189,2,0,0,technical,low,Yes
8134,0.94,0.73,3,154,3,0,0,technical,low,Yes
8135,0.72,0.88,3,236,3,0,0,technical,low,Yes
8136,0.53,0.78,5,198,3,0,0,technical,low,Yes
8137,0.67,0.83,3,148,3,0,0,support,low,Yes
8138,0.99,0.52,4,205,2,0,0,support,low,Yes
8139,0.64,0.53,4,133,3,0,0,support,low,Yes
8140,0.61,0.57,4,160,3,1,0,support,low,Yes
8141,0.89,0.85,4,201,2,1,0,support,low,Yes
8142,0.61,0.7,5,157,4,0,0,support,low,Yes
8143,0.9,0.74,3,260,2,0,0,support,medium,Yes
8144,0.96,0.51,5,152,3,0,0,support,medium,Yes
8145,0.62,0.55,4,218,3,0,0,support,medium,Yes
8146,0.89,0.57,3,252,2,0,0,support,medium,Yes
8147,0.52,0.67,4,216,3,0,0,support,medium,Yes
8148,0.66,0.99,3,183,2,0,0,technical,medium,Yes
8149,0.96,0.6,5,269,2,0,0,technical,medium,Yes
8150,0.95,0.89,5,132,4,0,0,technical,medium,Yes
8151,0.75,0.98,4,170,4,0,0,management,medium,Yes
8152,0.39,0.87,5,257,5,1,0,IT,medium,Yes
8153,0.93,0.69,3,138,2,0,0,IT,medium,Yes
8154,0.44,0.54,3,115,3,0,0,IT,medium,Yes
8155,0.9,0.67,3,165,2,0,0,IT,high,Yes
8156,0.75,0.81,3,214,3,0,0,IT,low,Yes
8157,0.45,0.75,2,246,2,0,0,product_mng,medium,Yes
8158,0.42,0.6,2,188,3,0,0,product_mng,medium,Yes
8159,0.99,0.82,3,255,2,0,0,product_mng,medium,Yes
8160,0.89,0.91,4,190,2,0,0,product_mng,medium,Yes
8161,0.96,0.9,4,164,4,0,0,IT,low,Yes
8162,0.5,0.46,3,165,3,0,0,RandD,low,Yes
8163,0.59,0.59,3,141,3,0,0,RandD,low,Yes
8164,0.57,0.69,3,154,2,0,0,RandD,low,Yes
8165,1,0.87,3,165,2,0,0,RandD,low,Yes
8166,0.6,0.59,5,266,2,0,0,RandD,low,Yes
8167,0.21,0.85,6,235,6,0,0,RandD,low,Yes
8168,0.63,0.83,4,159,2,0,0,marketing,low,Yes
8169,0.8,0.82,3,218,3,0,0,sales,low,Yes
8170,0.51,0.96,3,149,4,0,0,accounting,low,Yes
8171,0.89,0.96,5,239,3,0,0,support,low,Yes
8172,0.83,0.58,4,225,3,0,0,technical,low,Yes
8173,0.77,0.74,6,247,3,0,0,management,low,Yes
8174,0.79,0.99,4,183,2,0,0,marketing,low,Yes
8175,0.63,0.85,5,214,2,0,0,marketing,low,Yes
8176,0.68,0.48,5,113,2,0,0,marketing,low,Yes
8177,0.74,0.69,4,244,2,0,0,sales,low,Yes
8178,0.49,0.67,6,286,4,0,0,sales,low,Yes
8179,0.46,0.55,3,139,2,0,0,sales,medium,Yes
8180,0.9,0.91,5,176,3,0,0,sales,medium,Yes
8181,0.7,0.67,5,136,3,0,0,sales,medium,Yes
8182,0.84,0.71,4,222,2,0,0,sales,medium,Yes
8183,0.89,0.77,4,269,4,0,0,sales,medium,Yes
8184,0.59,0.87,4,183,2,0,0,sales,medium,Yes
8185,0.57,0.72,3,206,3,0,0,sales,medium,Yes
8186,0.53,0.49,3,158,3,0,0,sales,medium,Yes
8187,0.83,0.89,4,136,3,0,0,sales,medium,Yes
8188,0.51,0.66,4,182,2,0,0,sales,medium,Yes
8189,0.78,0.61,4,268,3,0,0,sales,medium,Yes
8190,0.52,0.69,3,144,3,0,0,sales,medium,Yes
8191,0.42,0.5,5,286,4,0,0,sales,high,Yes
8192,0.61,0.38,2,268,3,0,0,sales,low,Yes
8193,0.85,1,3,255,3,0,0,sales,medium,Yes
8194,0.17,0.85,6,245,5,0,0,sales,medium,Yes
8195,0.79,0.52,3,134,2,1,0,sales,medium,Yes
8196,0.56,0.98,3,251,3,1,0,accounting,medium,Yes
8197,0.5,0.73,5,165,2,0,0,accounting,low,Yes
8198,0.51,0.53,3,223,2,1,0,accounting,low,Yes
8199,0.77,0.67,4,225,4,0,0,hr,low,Yes
8200,0.84,0.9,3,196,3,1,0,hr,low,Yes
8201,0.21,0.49,3,253,3,0,0,hr,low,Yes
8202,0.65,0.57,5,222,3,0,0,hr,low,Yes
8203,0.95,0.87,4,135,3,0,0,technical,low,Yes
8204,0.8,0.75,4,217,2,0,0,technical,low,Yes
8205,0.77,0.85,5,192,2,0,0,technical,low,Yes
8206,0.57,0.7,3,172,3,0,0,technical,low,Yes
8207,0.92,0.55,4,183,3,0,0,technical,low,Yes
8208,1,0.71,5,186,2,0,0,technical,low,Yes
8209,0.85,0.67,4,163,3,0,0,technical,low,Yes
8210,0.57,0.8,4,262,3,0,0,technical,low,Yes
8211,0.66,0.68,3,202,3,0,0,technical,low,Yes
8212,0.85,0.8,4,248,3,0,0,technical,low,Yes
8213,0.99,0.5,5,214,2,0,0,technical,low,Yes
8214,0.91,0.82,4,260,4,0,0,support,low,Yes
8215,0.96,0.97,4,260,3,0,0,support,low,Yes
8216,0.49,0.52,4,251,2,0,0,support,low,Yes
8217,0.39,0.85,5,179,5,0,0,support,low,Yes
8218,0.87,0.74,4,178,2,1,0,support,medium,Yes
8219,0.19,0.85,6,210,4,0,0,support,medium,Yes
8220,0.9,0.83,3,273,4,0,0,support,medium,Yes
8221,0.5,0.5,5,166,2,0,0,support,medium,Yes
8222,0.7,0.9,5,246,2,0,0,support,medium,Yes
8223,0.52,0.55,5,192,3,0,0,support,medium,Yes
8224,0.71,0.69,3,274,3,0,0,support,medium,Yes
8225,0.4,0.41,3,232,3,0,0,technical,medium,Yes
8226,0.96,0.53,3,158,4,0,0,technical,medium,Yes
8227,0.86,0.92,5,137,3,0,0,technical,medium,Yes
8228,0.68,0.85,3,209,2,0,0,management,medium,Yes
8229,0.56,0.64,3,206,2,0,0,IT,medium,Yes
8230,0.65,0.56,3,230,2,0,0,IT,high,Yes
8231,0.98,0.61,5,239,3,0,0,IT,low,Yes
8232,0.18,0.51,5,159,6,0,0,IT,medium,Yes
8233,0.66,0.65,4,244,2,0,0,IT,medium,Yes
8234,0.14,0.51,5,259,5,0,0,product_mng,medium,Yes
8235,0.94,0.8,5,245,3,1,0,product_mng,medium,Yes
8236,0.56,1,3,141,2,1,0,product_mng,low,Yes
8237,0.56,0.8,5,202,4,0,0,product_mng,low,Yes
8238,0.59,0.89,5,143,3,1,0,IT,low,Yes
8239,0.63,0.62,4,286,5,1,0,RandD,low,Yes
8240,0.97,0.88,5,173,3,0,0,RandD,low,Yes
8241,0.76,0.7,5,195,3,0,0,RandD,low,Yes
8242,0.85,0.58,4,167,4,0,0,RandD,low,Yes
8243,0.23,0.73,5,197,4,1,0,RandD,low,Yes
8244,0.68,0.62,3,255,5,0,0,RandD,low,Yes
8245,0.71,0.73,3,274,3,0,0,marketing,low,Yes
8246,0.5,0.59,3,192,2,0,0,sales,low,Yes
8247,0.61,0.7,3,225,3,0,0,accounting,low,Yes
8248,0.99,0.65,3,209,2,1,0,support,low,Yes
8249,0.97,0.86,5,222,3,0,0,technical,low,Yes
8250,0.82,0.71,5,208,2,0,0,management,low,Yes
8251,0.72,0.68,5,162,5,0,0,marketing,low,Yes
8252,0.53,0.74,3,135,2,0,0,marketing,low,Yes
8253,0.55,0.87,4,200,3,0,0,marketing,low,Yes
8254,0.52,0.53,4,159,4,0,0,sales,low,Yes
8255,0.8,0.81,5,156,2,0,0,sales,low,Yes
8256,0.51,0.95,4,169,3,1,0,sales,low,Yes
8257,0.66,0.65,4,154,3,0,0,sales,medium,Yes
8258,0.56,0.43,2,169,3,0,0,sales,medium,Yes
8259,0.5,0.84,3,233,3,1,0,sales,medium,Yes
8260,0.94,0.78,3,218,2,1,0,sales,medium,Yes
8261,0.42,0.8,4,279,6,0,0,sales,medium,Yes
8262,0.6,0.61,3,195,3,0,0,sales,medium,Yes
8263,0.55,0.71,4,223,3,0,0,sales,medium,Yes
8264,0.76,0.72,3,275,4,1,0,sales,medium,Yes
8265,0.84,0.74,3,234,3,1,0,sales,medium,Yes
8266,0.33,0.62,4,113,6,0,0,sales,medium,Yes
8267,0.61,0.95,3,133,5,0,0,sales,medium,Yes
8268,0.91,0.93,5,158,4,0,0,sales,medium,Yes
8269,0.73,0.74,4,214,3,0,0,sales,high,Yes
8270,0.87,0.67,4,272,4,0,0,sales,low,Yes
8271,0.38,0.42,2,127,4,0,0,sales,medium,Yes
8272,0.8,0.51,4,141,3,1,0,sales,medium,Yes
